Scenario,vehicleId,Adoption_pct,System_Wp,PV_produced_annual_kWh_vehicle,PV_stored_annual_kWh_vehicle,PV_wasted_annual_kWh_vehicle,PV_event_count,Driving_event_count,Parked_open_event_count,Mean_start_SoC_frac,Max_start_SoC_frac
VIPV20_Wp1000,1897724,20,1000,430.5204629503219,277.00431685359524,153.51614609953538,87,49,38,0.7899614561210301,1.0
VIPV20_Wp1000,1897726,20,1000,678.5366962263939,636.4985833357205,42.03811290341812,88,49,39,0.8677289478704109,1.0
VIPV20_Wp1000,1898072,20,1000,432.8657643622139,368.50587362284153,64.35989074793261,165,105,60,0.7526672637989449,1.0
VIPV20_Wp1000,1898098,20,1000,494.3187632707842,454.47146690292936,39.84729637552071,126,77,49,0.7843603964570075,1.0
VIPV20_Wp1000,1898104,20,1000,465.5583628886558,352.449972710132,113.10839018841503,118,70,48,0.824966400106713,1.0
VIPV20_Wp1000,1898162,20,1000,418.1341645201058,399.3105098875257,18.823654636627225,95,56,39,0.822504143845068,1.0
VIPV20_Wp1000,1905820,20,1000,539.010810028976,529.1262821620284,9.884527873881087,90,49,41,0.7405007794330795,1.0
VIPV20_Wp1000,1916200,20,1000,454.97025836532,352.83333213217736,102.13692623847486,112,63,49,0.7917732102989516,1.0
VIPV20_Wp1000,1916479,20,1000,602.5284396684368,595.9812856578444,6.547154018479479,188,105,83,0.7427885745545274,1.0
VIPV20_Wp1000,1916559,20,1000,460.2071999849183,460.20719998477375,5.4338724452124986e-09,55,28,27,0.6035113247809627,0.7756616710863559
